text,font_size,is_bold,y_position,word_count,is_all_caps,is_centered,label
o   2 tomatoes,10,0,0.5563281280825837,3,0,0,Body_Text
o   1 small onion,10,0,0.574812995062934,4,0,0,Body_Text
o   4 cloves garlic,10,0,0.5932978620432844,4,0,0,Body_Text
o   1/4 cup olive oil,10,0,0.6117827290236347,5,0,0,Body_Text
o   1 teaspoon oregano,10,0,0.6302675189393939,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.6487523859197443,4,0,0,Body_Text
o   1/2 teaspoon pepper,10,0,0.6672372529000947,4,0,0,Body_Text
,10,0,0.6845326279148911,1,0,0,Body_Text
Instructions :,12,1,0.6858838013928346,2,0,0,Body_Text
o   Preheat oven to 375°F (190°C).,10,0,0.7042826642893781,6,0,0,Body_Text
"o   Slice potatoes, zucchinis, eggplants, and tomatoes.",10,0,0.7227675312697285,7,0,0,Body_Text
o   Sauté diced onion and minced garlic in olive oil until softened.,10,0,0.7412523982500789,12,0,1,Body_Text
"o   Layer vegetables in a baking dish, seasoning with oregano, salt, and pepper.",10,0,0.7597372652304293,13,0,1,Body_Text
o   Pour sautéed onion and garlic over the top.,10,0,0.7782220551461885,9,0,0,Body_Text
o   Bake for 45 minutes until vegetables are tender.,10,0,0.7967069221265388,9,0,0,Body_Text
o   Serve warm.,10,0,0.8151917891068892,3,0,0,Body_Text
,12,1,0.8338384146642204,0,0,0,Body_Text
Briouats,12,1,0.8523232045799795,1,0,0,H1
,10,0,0.8694821752683081,1,0,0,Body_Text
Ingredients :,12,1,0.8708333487462516,2,0,0,Body_Text
o   1/2 pound ground beef,10,0,0.8892321345782039,5,0,0,Body_Text
o   1 small onion,10,0,0.09385343994757142,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.11233822986333057,4,0,0,Body_Text
o   1/4 cup parsley,10,0,0.13082309684368096,4,0,0,Body_Text
o   1 teaspoon cumin,10,0,0.14930796382403133,4,0,0,Body_Text
o   1 teaspoon cinnamon,10,0,0.16789378541888614,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.1863786523992365,4,0,0,Body_Text
o   1/2 teaspoon pepper,10,0,0.20486351937958688,4,0,0,Body_Text
o   1 package phyllo dough,10,0,0.22334838635993726,5,0,0,Body_Text
o   1/4 cup butter,10,0,0.24183317627569642,4,0,0,Body_Text
o   Oil for frying,10,0,0.2603180432560468,4,0,0,Body_Text
,10,0,0.2775377601084083,1,0,0,Body_Text
Instructions :,12,1,0.2788888950540562,2,0,0,Body_Text
"o   Sauté ground beef, diced onion, and minced garlic until cooked.",10,0,0.29736353170992147,11,0,1,Body_Text
"o   Stir in chopped parsley, cumin, cinnamon, salt, and pepper.",10,0,0.31584832162568066,10,0,1,Body_Text
o   Cut phyllo dough into strips and brush with melted butter.,10,0,0.3343331693398832,11,0,1,Body_Text
o   Place a spoonful of filling on each strip and fold into triangles.,10,0,0.35281803632023356,13,0,1,Body_Text
o   Fry in hot oil until golden.,10,0,0.37130290330058396,7,0,0,Body_Text
o   Drain on paper towels and serve warm.,10,0,0.38978777028093436,8,0,0,Body_Text
,12,1,0.4083586028127959,0,0,0,Body_Text
Bruschetta,12,1,0.4269191857540246,1,0,0,H1
,10,0,0.44405291778872713,1,0,0,Body_Text
Ingredients :,12,1,0.445404052734375,2,0,0,Body_Text
o   1 baguette,10,0,0.4638029156309186,3,0,0,Body_Text
o   4 tomatoes,10,0,0.4822877826112689,3,0,0,Body_Text
o   1/4 cup basil,10,0,0.5007725725270281,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.5192827166933002,4,0,0,Body_Text
o   1/4 cup olive oil,10,0,0.5377675836736505,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.5563281280825837,4,0,0,Body_Text
,10,0,0.5735478642010929,1,0,0,Body_Text
Instructions :,12,1,0.5748989991467408,2,0,0,Body_Text
o   Slice baguette and toast until golden.,10,0,0.5932978620432844,7,0,0,Body_Text
o   Dice tomatoes and chop basil.,10,0,0.6117827290236347,6,0,0,Body_Text
"o   Mix tomatoes, basil, minced garlic, olive oil, and salt.",10,0,0.6302675189393939,10,0,0,Body_Text
o   Spoon mixture onto toasted bread and serve.,10,0,0.6487523859197443,8,0,0,Body_Text
,12,1,0.6673232569839015,0,0,0,Body_Text
Bulgur Pilaf,12,1,0.6858838013928346,2,0,0,H1
,10,0,0.7030174948952415,1,0,0,Body_Text
Ingredients :,12,1,0.704368668373185,2,0,0,Body_Text
o   1 cup bulgur,10,0,0.7227675312697285,4,0,0,Body_Text
o   2 cups chicken broth,10,0,0.7412523982500789,5,0,0,Body_Text
o   1 small onion,10,0,0.7597372652304293,4,0,0,Body_Text
o   1 carrot,10,0,0.7782220551461885,3,0,0,Body_Text
o   1/4 cup parsley,10,0,0.7967069221265388,4,0,0,Body_Text
o   2 tablespoons olive oil,10,0,0.8151917891068892,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.8337524105804135,4,0,0,Body_Text
,10,0,0.850972031102036,1,0,0,Body_Text
Instructions :,12,1,0.8523232045799795,2,0,0,Body_Text
o   Sauté diced onion and grated carrot in olive oil until softened.,10,0,0.8707473446624447,12,0,1,Body_Text
o   Add bulgur and cook for 2 minutes.,10,0,0.8892321345782039,8,0,0,Body_Text
o   Pour in chicken broth and bring to a boil.,10,0,0.09385343994757142,10,0,0,Body_Text
"o   Reduce heat, cover, and simmer until bulgur is tender.",10,0,0.11233822986333057,10,0,0,Body_Text
o   Stir in chopped parsley and salt.,10,0,0.13082309684368096,7,0,0,Body_Text
o   Serve warm.,10,0,0.14930796382403133,3,0,0,Body_Text
,12,1,0.16797977023654515,0,0,0,Body_Text
Ca Tim Nuong (Grilled Eggplant),12,1,0.18646463721689552,5,0,0,H1
,10,0,0.20359836925159802,1,0,0,Body_Text
Ingredients :,12,1,0.2049495041972459,2,0,0,Body_Text
o   2 eggplants,10,0,0.22334838635993726,3,0,0,Body_Text
o   2 cloves garlic,10,0,0.24183317627569642,4,0,0,Body_Text
o   2 tablespoons fish sauce,10,0,0.2603180432560468,5,0,0,Body_Text
o   1 tablespoon lime juice,10,0,0.2788029102363972,5,0,0,Body_Text
o   1 tablespoon sugar,10,0,0.29736353170992147,4,0,0,Body_Text
o   1/4 cup cilantro,10,0,0.31584832162568066,4,0,0,Body_Text
,10,0,0.3330680384780421,1,0,0,Body_Text
Instructions :,12,1,0.33441917342369004,2,0,0,Body_Text
o   Grill eggplants until charred and tender.,10,0,0.35281803632023356,7,0,0,Body_Text
o   Peel and slice eggplants.,10,0,0.37130290330058396,5,0,0,Body_Text
"o   Mix minced garlic, fish sauce, lime juice, and sugar in a bowl.",10,0,0.38978777028093436,13,0,1,Body_Text
o   Toss eggplants with the dressing.,10,0,0.4082726372612847,6,0,0,Body_Text
o   Garnish with chopped cilantro and serve.,10,0,0.4268331816702178,7,0,0,Body_Text
,12,1,0.445404052734375,0,0,0,Body_Text
Callaloo,12,1,0.46388888118242977,1,0,0,H1
,10,0,0.48102261321713224,1,0,0,Body_Text
Ingredients :,12,1,0.48237374816278017,2,0,0,Body_Text
o   1 pound callaloo leaves,10,0,0.5007725725270281,5,0,0,Body_Text
o   1 small onion,10,0,0.5192827166933002,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.5377675836736505,4,0,0,Body_Text
o   1/4 cup coconut milk,10,0,0.5563281280825837,5,0,0,Body_Text
o   1 teaspoon thyme,10,0,0.574812995062934,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.5932978620432844,4,0,0,Body_Text
o   1/2 teaspoon pepper,10,0,0.6117827290236347,4,0,0,Body_Text
,10,0,0.6290023880775528,1,0,0,Body_Text
Instructions :,12,1,0.6303535230232008,2,0,0,Body_Text
o   Sauté diced onion and minced garlic until softened.,10,0,0.6487523859197443,9,0,0,Body_Text
o   Add callaloo leaves and cook until wilted.,10,0,0.6672372529000947,8,0,0,Body_Text
"o   Stir in coconut milk, thyme, salt, and pepper.",10,0,0.6857977973090278,9,0,0,Body_Text
o   Simmer for 10 minutes.,10,0,0.7042826642893781,5,0,0,Body_Text
o   Serve warm.,10,0,0.7227675312697285,3,0,0,Body_Text
,12,1,0.7413384023338857,0,0,0,Body_Text
Canh Chua,12,1,0.7598232693142362,2,0,0,H1
,10,0,0.7769568857520518,1,0,0,Body_Text
Ingredients :,12,1,0.7783080592299952,2,0,0,Body_Text
o   4 cups fish stock,10,0,0.7967069221265388,5,0,0,Body_Text
o   1/2 pound fish fillets,10,0,0.8151917891068892,5,0,0,Body_Text
o   1 cup pineapple,10,0,0.8337524105804135,4,0,0,Body_Text
o   1 cup tomatoes,10,0,0.8522372004961727,4,0,0,Body_Text
o   1 cup bean sprouts,10,0,0.8707473446624447,5,0,0,Body_Text
o   2 stalks lemongrass,10,0,0.8892321345782039,4,0,0,Body_Text
o   2-3 Thai chilies,10,0,0.09385343994757142,4,0,0,Body_Text
o   2 tablespoons fish sauce,10,0,0.11233822986333057,5,0,0,Body_Text
o   2 tablespoons tamarind paste,10,0,0.13082309684368096,5,0,0,Body_Text
o   1 tablespoon sugar,10,0,0.14930796382403133,4,0,0,Body_Text
o   1/4 cup cilantro,10,0,0.16789378541888614,4,0,0,Body_Text
,10,0,0.18511350227124762,1,0,0,Body_Text
Instructions :,12,1,0.18646463721689552,2,0,0,Body_Text
o   Bring fish stock to a boil.,10,0,0.20486351937958688,7,0,0,Body_Text
"o   Add lemongrass, chilies, and tamarind paste, simmer for 10 minutes.",10,0,0.22334838635993726,11,0,1,Body_Text
"o   Add pineapple, tomatoes, and fish fillets, cook until fish is done.",10,0,0.24183317627569642,12,0,1,Body_Text
"o   Stir in fish sauce, sugar, and bean sprouts.",10,0,0.2603180432560468,9,0,0,Body_Text
o   Garnish with chopped cilantro and serve.,10,0,0.2788029102363972,7,0,0,Body_Text
,12,1,0.2974495165275805,0,0,0,Body_Text
Caprese Salad,12,1,0.31593430644333964,2,0,0,H1
,10,0,0.3330680384780421,1,0,0,Body_Text
Ingredients :,12,1,0.33441917342369004,2,0,0,Body_Text
o   4 tomatoes,10,0,0.35281803632023356,3,0,0,Body_Text
o   1 pound fresh mozzarella,10,0,0.37130290330058396,5,0,0,Body_Text
o   1/4 cup basil,10,0,0.38978777028093436,4,0,0,Body_Text
o   2 tablespoons olive oil,10,0,0.4082726372612847,5,0,0,Body_Text
o   1 tablespoon balsamic glaze,10,0,0.4268331816702178,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.4453180486505682,4,0,0,Body_Text
,10,0,0.4625377462367819,1,0,0,Body_Text
Instructions :,12,1,0.46388888118242977,2,0,0,Body_Text
o   Slice tomatoes and mozzarella.,10,0,0.4822877826112689,5,0,0,Body_Text
"o   Arrange on a plate, alternating slices.",10,0,0.5007725725270281,7,0,0,Body_Text
"o   Sprinkle with chopped basil, olive oil, balsamic glaze, and salt.",10,0,0.5192827166933002,11,0,1,Body_Text
o   Serve immediately.,10,0,0.5377675836736505,3,0,0,Body_Text
,12,1,0.5564141321663905,0,0,0,Body_Text
Carrot Salad,12,1,0.5748989991467408,2,0,0,H1
,10,0,0.5920326926491477,1,0,0,Body_Text
Ingredients :,12,1,0.5933838275947956,2,0,0,Body_Text
o   4 carrots,10,0,0.6117827290236347,3,0,0,Body_Text
o   1/4 cup raisins,10,0,0.6302675189393939,4,0,0,Body_Text
o   1/4 cup parsley,10,0,0.6487523859197443,4,0,0,Body_Text
o   1/4 cup lemon juice,10,0,0.6672372529000947,5,0,0,Body_Text
o   1/4 cup olive oil,10,0,0.6857977973090278,5,0,0,Body_Text
o   1 teaspoon cumin,10,0,0.7042826642893781,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.7227675312697285,4,0,0,Body_Text
,10,0,0.7399872288559423,1,0,0,Body_Text
Instructions :,12,1,0.7413384023338857,2,0,0,Body_Text
o   Grate carrots and mix with raisins and chopped parsley.,10,0,0.7597372652304293,10,0,0,Body_Text
"o   Whisk lemon juice, olive oil, cumin, and salt, then pour over salad.",10,0,0.7782220551461885,13,0,1,Body_Text
o   Toss well and serve chilled.,10,0,0.7967069221265388,6,0,0,Body_Text
,12,1,0.815277793190696,0,0,0,Body_Text
Ceviche,12,1,0.8338384146642204,1,0,0,H1
,10,0,0.850972031102036,1,0,0,Body_Text
Ingredients :,12,1,0.8523232045799795,2,0,0,Body_Text
o   1 pound fresh fish or shrimp,10,0,0.8707473446624447,7,0,0,Body_Text
o   1 cup lime juice,10,0,0.8892321345782039,5,0,0,Body_Text
o   1 small onion,10,0,0.09385343994757142,4,0,0,Body_Text
o   2 tomatoes,10,0,0.11233822986333057,3,0,0,Body_Text
o   1 jalapeño,10,0,0.13082309684368096,3,0,0,Body_Text
o   1/4 cup cilantro,10,0,0.14930796382403133,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.16789378541888614,4,0,0,Body_Text
,10,0,0.18511350227124762,1,0,0,Body_Text
Instructions :,12,1,0.18646463721689552,2,0,0,Body_Text
o   Dice fish or shrimp and place in a bowl.,10,0,0.20486351937958688,10,0,0,Body_Text
o   Pour lime juice over the seafood and let marinate for 30 minutes.,10,0,0.22334838635993726,13,0,1,Body_Text
"o   Dice onion, tomatoes, and jalapeño.",10,0,0.24183317627569642,6,0,0,Body_Text
o   Chop cilantro.,10,0,0.2603180432560468,3,0,0,Body_Text
o   Mix all ingredients together and add salt.,10,0,0.2788029102363972,8,0,0,Body_Text
o   Serve chilled.,10,0,0.29736353170992147,3,0,0,Body_Text
,12,1,0.31593430644333964,0,0,0,Body_Text
Cha Gio,12,1,0.33441917342369004,2,0,0,H1
,10,0,0.3515529054583925,1,0,0,Body_Text
Ingredients :,12,1,0.3529040404040404,2,0,0,Body_Text
o   1 package spring roll wrappers,10,0,0.37130290330058396,6,0,0,Body_Text
o   1/2 pound ground pork,10,0,0.38978777028093436,5,0,0,Body_Text
o   1/2 cup shrimp,10,0,0.4082726372612847,4,0,0,Body_Text
o   1/2 cup mushrooms,10,0,0.4268331816702178,4,0,0,Body_Text
o   1/4 cup carrots,10,0,0.4453180486505682,4,0,0,Body_Text
o   1/4 cup green onions,10,0,0.4638029156309186,5,0,0,Body_Text
o   2 cloves garlic,10,0,0.4822877826112689,4,0,0,Body_Text
o   2 tablespoons fish sauce,10,0,0.5007725725270281,5,0,0,Body_Text
o   1 tablespoon sugar,10,0,0.5192827166933002,4,0,0,Body_Text
o   Oil for frying,10,0,0.5377675836736505,4,0,0,Body_Text
,10,0,0.5550629972207426,1,0,0,Body_Text
Instructions :,12,1,0.5564141321663905,2,0,0,Body_Text
"o   Mix ground pork, chopped shrimp, diced mushrooms, julienned carrots, chopped",10,0,0.574812995062934,11,0,1,Body_Text
"green onions, minced garlic, fish sauce, and sugar in a bowl.",12,0,0.5933838275947956,11,0,1,Body_Text
o   Place a spoonful of filling on each wrapper and roll tightly.,10,0,0.6117827290236347,12,0,1,Body_Text
o   Fry in hot oil until golden.,10,0,0.6302675189393939,7,0,0,Body_Text
o   Drain on paper towels and serve with dipping sauce.,10,0,0.6487523859197443,10,0,0,Body_Text
,12,1,0.6673232569839015,0,0,0,Body_Text
Chakchouka,12,1,0.6858838013928346,1,0,0,H1
,10,0,0.7030174948952415,1,0,0,Body_Text
Ingredients :,12,1,0.704368668373185,2,0,0,Body_Text
o   4 tomatoes,10,0,0.7227675312697285,3,0,0,Body_Text
o   2 bell peppers,10,0,0.7412523982500789,4,0,0,Body_Text
o   1 small onion,10,0,0.7597372652304293,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.7782220551461885,4,0,0,Body_Text
o   1/4 cup olive oil,10,0,0.7967069221265388,5,0,0,Body_Text
o   1 teaspoon cumin,10,0,0.8151917891068892,4,0,0,Body_Text
o   1 teaspoon paprika,10,0,0.8337524105804135,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.8522372004961727,4,0,0,Body_Text
o   4 eggs,10,0,0.8707473446624447,3,0,0,Body_Text
o   1/4 cup cilantro,10,0,0.8892321345782039,4,0,0,Body_Text
,10,0,0.09258828981958254,1,0,0,Body_Text
Instructions :,12,1,0.09393942476523043,2,0,0,Body_Text
"o   Sauté diced onion, minced garlic, and sliced bell peppers in olive oil until",10,0,0.11233822986333057,14,0,1,Body_Text
softened.,12,0,0.13090908166133997,1,0,0,Body_Text
"o   Add diced tomatoes, cumin, paprika, and salt, simmer for 10 minutes.",10,0,0.14930796382403133,12,0,1,Body_Text
o   Make wells in the sauce and crack eggs into each well.,10,0,0.16789378541888614,12,0,0,Body_Text
o   Cover and cook until eggs are set.,10,0,0.1863786523992365,8,0,0,Body_Text
o   Garnish with chopped cilantro and serve warm.,10,0,0.20486351937958688,8,0,0,Body_Text
,12,1,0.22343437117759626,0,0,0,Body_Text
Chana Masala,12,1,0.24191916109335543,2,0,0,H1
,10,0,0.2590528931280579,1,0,0,Body_Text
Ingredients :,12,1,0.26040402807370583,2,0,0,Body_Text
o   2 cups cooked chickpeas,10,0,0.2788029102363972,5,0,0,Body_Text
o   1 small onion,10,0,0.29736353170992147,4,0,0,Body_Text
o   2 cloves garlic,10,0,0.31584832162568066,4,0,0,Body_Text
o   1 teaspoon cumin,10,0,0.3343331693398832,4,0,0,Body_Text
o   1 teaspoon coriander,10,0,0.35281803632023356,4,0,0,Body_Text
o   1 teaspoon garam masala,10,0,0.37130290330058396,5,0,0,Body_Text
o   1 teaspoon turmeric,10,0,0.38978777028093436,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.4082726372612847,4,0,0,Body_Text
o   1 can diced tomatoes,10,0,0.4268331816702178,5,0,0,Body_Text
o   2 tablespoons oil,10,0,0.4453180486505682,4,0,0,Body_Text
,10,0,0.4625377462367819,1,0,0,Body_Text
Instructions :,12,1,0.46388888118242977,2,0,0,Body_Text
o   Heat oil in a pan and sauté diced onion and minced garlic until translucent.,10,0,0.4822877826112689,15,0,1,Body_Text
"o   Add cumin, coriander, garam masala, and turmeric, cook for 1 minute.",10,0,0.5007725725270281,12,0,1,Body_Text
"o   Add chickpeas and diced tomatoes, stir to combine.",10,0,0.5192827166933002,9,0,0,Body_Text
"o   Simmer for 15 minutes, stirring occasionally.",10,0,0.5377675836736505,7,0,0,Body_Text
o   Add salt to taste and serve.,10,0,0.5563281280825837,7,0,0,Body_Text
,12,1,0.5748989991467408,0,0,0,Body_Text
Chapati,12,1,0.5933838275947956,1,0,0,H1
,10,0,0.610517559629498,1,0,0,Body_Text
Ingredients :,12,1,0.611868694575146,2,0,0,Body_Text
o   2 cups flour,10,0,0.6302675189393939,4,0,0,Body_Text
o   1/4 cup oil,10,0,0.6487523859197443,4,0,0,Body_Text
o   1/2 cup water,10,0,0.6672372529000947,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.6857977973090278,4,0,0,Body_Text
,10,0,0.7030174948952415,1,0,0,Body_Text
Instructions :,12,1,0.704368668373185,2,0,0,Body_Text
"o   Mix flour, oil, water, and salt to form a dough, then let rest.",10,0,0.7227675312697285,14,0,1,Body_Text
o   Divide dough into balls and roll out into circles.,10,0,0.7412523982500789,10,0,0,Body_Text
o   Cook on a hot griddle until golden on both sides.,10,0,0.7597372652304293,11,0,0,Body_Text
o   Serve warm.,10,0,0.7782220551461885,3,0,0,Body_Text
,12,1,0.7967929262103457,0,0,0,Body_Text
Char Siu,12,1,0.815277793190696,2,0,0,H1
,10,0,0.8324872411862768,1,0,0,Body_Text
Ingredients :,12,1,0.8338384146642204,2,0,0,Body_Text
o   1 pound pork shoulder,10,0,0.8522372004961727,5,0,0,Body_Text
o   1/4 cup hoisin sauce,10,0,0.8707473446624447,5,0,0,Body_Text
o   2 tablespoons soy sauce,10,0,0.8892321345782039,5,0,0,Body_Text
o   2 tablespoons honey,10,0,0.09385343994757142,4,0,0,Body_Text
o   1 tablespoon rice wine,10,0,0.11233822986333057,5,0,0,Body_Text
o   1 teaspoon five-spice powder,10,0,0.13082309684368096,5,0,0,Body_Text
o   1 teaspoon garlic powder,10,0,0.14930796382403133,5,0,0,Body_Text
,10,0,0.16662863529089725,1,0,0,Body_Text
Instructions :,12,1,0.16797977023654515,2,0,0,Body_Text
"o   Mix hoisin sauce, soy sauce, honey, rice wine, five-spice powder, and garlic",10,0,0.1863786523992365,13,0,1,Body_Text
powder in a bowl.,12,0,0.2049495041972459,4,0,0,Body_Text
o   Marinate pork in the mixture for at least 2 hours.,10,0,0.22334838635993726,11,0,0,Body_Text
o   Preheat oven to 375°F (190°C).,10,0,0.24183317627569642,6,0,0,Body_Text
"o   Place pork on a baking sheet and roast for 45 minutes, basting occasionally.",10,0,0.2603180432560468,14,0,1,Body_Text
o   Let rest before slicing and serving.,10,0,0.2788029102363972,7,0,0,Body_Text
,12,1,0.2974495165275805,0,0,0,Body_Text
Chawanmushi,12,1,0.31593430644333964,1,0,0,H1
,10,0,0.3330680384780421,1,0,0,Body_Text
Ingredients :,12,1,0.33441917342369004,2,0,0,Body_Text
o   2 eggs,10,0,0.35281803632023356,3,0,0,Body_Text
o   1 cup dashi broth,10,0,0.37130290330058396,5,0,0,Body_Text
o   1 tablespoon soy sauce,10,0,0.38978777028093436,5,0,0,Body_Text
o   1 tablespoon mirin,10,0,0.4082726372612847,4,0,0,Body_Text
o   1/4 cup chicken,10,0,0.4268331816702178,4,0,0,Body_Text
o   1/4 cup shrimp,10,0,0.4453180486505682,4,0,0,Body_Text
o   1/4 cup mushrooms,10,0,0.4638029156309186,4,0,0,Body_Text
,10,0,0.48102261321713224,1,0,0,Body_Text
Instructions :,12,1,0.48237374816278017,2,0,0,Body_Text
"o   Beat eggs with dashi broth, soy sauce, and mirin.",10,0,0.5007725725270281,10,0,0,Body_Text
"o   Place chicken, shrimp, and mushrooms in small bowls.",10,0,0.5192827166933002,9,0,0,Body_Text
o   Pour egg mixture over the top.,10,0,0.5377675836736505,7,0,0,Body_Text
o   Steam for 15 minutes until set.,10,0,0.5563281280825837,7,0,0,Body_Text
o   Serve warm.,10,0,0.574812995062934,3,0,0,Body_Text
,12,1,0.5933838275947956,0,0,0,Body_Text
Chiles Rellenos,12,1,0.611868694575146,2,0,0,H1
,10,0,0.6290023880775528,1,0,0,Body_Text
Ingredients :,12,1,0.6303535230232008,2,0,0,Body_Text
o   4 poblano peppers,10,0,0.6487523859197443,4,0,0,Body_Text
o   1 cup shredded cheese,10,0,0.6672372529000947,5,0,0,Body_Text
o   1/2 cup flour,10,0,0.6857977973090278,4,0,0,Body_Text
o   4 eggs,10,0,0.7042826642893781,3,0,0,Body_Text
o   1 cup vegetable oil,10,0,0.7227675312697285,5,0,0,Body_Text
o   1 cup tomato sauce,10,0,0.7412523982500789,5,0,0,Body_Text
,10,0,0.7584720958362926,1,0,0,Body_Text
Instructions :,12,1,0.7598232693142362,2,0,0,Body_Text
"o   Roast peppers until charred, then peel and remove seeds.",10,0,0.7782220551461885,10,0,1,Body_Text
o   Stuff peppers with cheese.,10,0,0.7967069221265388,5,0,0,Body_Text
"o   Separate eggs and beat whites until stiff, then fold in yolks.",10,0,0.8151917891068892,12,0,1,Body_Text
"o   Dredge peppers in flour, then dip in egg mixture.",10,0,0.8337524105804135,10,0,0,Body_Text
o   Fry in hot oil until golden.,10,0,0.8522372004961727,7,0,0,Body_Text
o   Serve with warmed tomato sauce.,10,0,0.8707473446624447,6,0,0,Body_Text
,12,0,0.8893181386620107,0,0,0,Body_Text
Churros,12,1,0.09393942476523043,1,0,0,Title
,10,0,0.1110730797353417,1,0,0,Body_Text
Ingredients :,12,1,0.11242421468098958,2,0,0,Body_Text
o   1 cup water,10,0,0.13082309684368096,4,0,0,Body_Text
o   1/2 cup butter,10,0,0.14930796382403133,4,0,0,Body_Text
o   1 cup flour,10,0,0.16789378541888614,4,0,0,Body_Text
o   3 eggs,10,0,0.1863786523992365,3,0,0,Body_Text
o   1/4 cup sugar,10,0,0.20486351937958688,4,0,0,Body_Text
o   1 teaspoon cinnamon,10,0,0.22334838635993726,4,0,0,Body_Text
o   Oil for frying,10,0,0.24183317627569642,4,0,0,Body_Text
,10,0,0.2590528931280579,1,0,0,Body_Text
Instructions :,12,1,0.26040402807370583,2,0,0,Body_Text
o   Bring water and butter to a boil.,10,0,0.2788029102363972,8,0,0,Body_Text
o   Add flour and stir until a dough forms.,10,0,0.29736353170992147,9,0,0,Body_Text
o   Remove from heat and beat in eggs one at a time.,10,0,0.31584832162568066,12,0,0,Body_Text
o   Heat oil in a pan.,10,0,0.3343331693398832,6,0,0,Body_Text
o   Pipe dough into hot oil and fry until golden.,10,0,0.35281803632023356,10,0,0,Body_Text
o   Drain on paper towels and roll in a mixture of sugar and cinnamon.,10,0,0.37130290330058396,14,0,1,Body_Text
o   Serve warm.,10,0,0.38978777028093436,3,0,0,Body_Text
,12,1,0.4083586028127959,0,0,0,Body_Text
Coconut Rice,12,1,0.4269191857540246,2,0,0,H1
,10,0,0.44405291778872713,1,0,0,Body_Text
Ingredients :,12,1,0.445404052734375,2,0,0,Body_Text
o   1 cup rice,10,0,0.4638029156309186,4,0,0,Body_Text
o   1 cup coconut milk,10,0,0.4822877826112689,5,0,0,Body_Text
o   1 cup water,10,0,0.5007725725270281,4,0,0,Body_Text
o   1/4 cup shredded coconut,10,0,0.5192827166933002,5,0,0,Body_Text
o   1 teaspoon salt,10,0,0.5377675836736505,4,0,0,Body_Text
,10,0,0.5550629972207426,1,0,0,Body_Text
Instructions :,12,1,0.5564141321663905,2,0,0,Body_Text
o   Sauté shredded coconut until lightly browned.,10,0,0.574812995062934,7,0,0,Body_Text
"o   Add rice, coconut milk, water, and salt.",10,0,0.5932978620432844,8,0,0,Body_Text
"o   Bring to a boil, then reduce heat and simmer until rice is tender.",10,0,0.6117827290236347,14,0,1,Body_Text
o   Serve warm.,10,0,0.6302675189393939,3,0,0,Body_Text
,12,1,0.6488383900035511,0,0,0,Body_Text
Coleslaw,12,1,0.6673232569839015,1,0,0,H1
,10,0,0.6845326279148911,1,0,0,Body_Text
Ingredients :,12,1,0.6858838013928346,2,0,0,Body_Text
o   1 small cabbage,10,0,0.7042826642893781,4,0,0,Body_Text
o   2 carrots,10,0,0.7227675312697285,3,0,0,Body_Text
o   1/2 cup mayonnaise,10,0,0.7412523982500789,4,0,0,Body_Text
o   2 tablespoons apple cider vinegar,10,0,0.7597372652304293,6,0,0,Body_Text
o   1 tablespoon sugar,10,0,0.7782220551461885,4,0,0,Body_Text
o   1 teaspoon salt,10,0,0.7967069221265388,4,0,0,Body_Text
,10,0,0.8139266197127525,1,0,0,Body_Text
Instructions :,12,1,0.815277793190696,2,0,0,Body_Text
o   Shred cabbage and grate carrots.,10,0,0.8337524105804135,6,0,0,Body_Text
"o   Mix mayonnaise, vinegar, sugar, and salt in a bowl.",10,0,0.8522372004961727,10,0,0,Body_Text
o   Toss cabbage and carrots with dressing.,10,0,0.8707473446624447,7,0,0,Body_Text
o   Chill for at least 1 hour before serving.,10,0,0.8892321345782039,9,0,0,Body_Text
,12,1,0.09393942476523043,0,0,0,Body_Text
Cornbread,12,1,0.11242421468098958,1,0,0,H1
,10,0,0.12955794671569207,1,0,0,Body_Text
Ingredients :,12,1,0.13090908166133997,2,0,0,Body_Text
o   1 cup cornmeal,10,0,0.14930796382403133,4,0,0,Body_Text
o   1 cup flour,10,0,0.16789378541888614,4,0,0,Body_Text
o   1/4 cup sugar,10,0,0.1863786523992365,4,0,0,Body_Text
o   1 tablespoon baking powder,10,0,0.20486351937958688,5,0,0,Body_Text
o   1/2 teaspoon salt,10,0,0.22334838635993726,4,0,0,Body_Text
o   1 cup milk,10,0,0.24183317627569642,4,0,0,Body_Text
o   1/4 cup vegetable oil,10,0,0.2603180432560468,5,0,0,Body_Text
o   1 egg,10,0,0.2788029102363972,3,0,0,Body_Text
,10,0,0.29609838158193263,1,0,0,Body_Text
